shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
comm_all,42.33822,-71.16873,152
comm_all,42.33812,-71.16883,153
comm_all,42.33804,-71.16889,154
comm_all,42.33789,-71.16892,155
comm_all,42.33789,-71.169,156
comm_all,42.33789,-71.16892,157
comm_all,42.33777,-71.16891,158
comm_all,42.33766,-71.16887,159
comm_all,42.33757,-71.16882,160
comm_all,42.3375,-71.16874,161
comm_all,42.33743,-71.16867,162
comm_all,42.33731,-71.16852,163
comm_all,42.33721,-71.16848,164
comm_all,42.33634,-71.16816,165
comm_all,42.33607,-71.16807,166
comm_all,42.33596,-71.16797,167
comm_all,42.33589,-71.16781,168
comm_all,42.33589,-71.16764,169
comm_all,42.33598,-71.16737,170
newt_dir,42.34116,-71.19389,0
newt_dir,42.34121,-71.19382,1
newt_dir,42.34129,-71.1938,2
newt_dir,42.34128,-71.1937,3
newt_dir,42.3412,-71.19329,4
newt_dir,42.34118,-71.19315,5
newt_dir,42.34119,-71.19305,6
newt_dir,42.34124,-71.19291,7
newt_dir,42.3413,-71.19283,8
newt_dir,42.34139,-71.19275,9
newt_dir,42.3416,-71.19268,10
newt_dir,42.34186,-71.19264,11
newt_dir,42.34192,-71.19261,12
newt_dir,42.34205,-71.19242,13
newt_dir,42.34177,-71.19193,14
newt_dir,42.34164,-71.19207,15
newt_dir,42.34143,-71.19228,16
newt_dir,42.34127,-71.1924,17
newt_dir,42.34109,-71.1925,18
newt_dir,42.34092,-71.19257,19
newt_dir,42.34057,-71.19264,20
newt_dir,42.33958,-71.1928,21
newt_dir,42.33724,-71.19316,22
newt_dir,42.33617,-71.19332,23
newt_dir,42.33608,-71.19335,24
newt_dir,42.336,-71.19336,25
newt_dir,42.33612,-71.19286,26
newt_dir,42.33618,-71.19227,27
newt_dir,42.3362,-71.19206,28
newt_dir,42.3362,-71.18995,29
newt_dir,42.33623,-71.18876,30
newt_dir,42.33631,-71.18748,31
newt_dir,42.33637,-71.18661,32
newt_dir,42.33643,-71.18613,33
newt_dir,42.33651,-71.18565,34
newt_dir,42.33662,-71.18476,35
newt_dir,42.33662,-71.18386,36
newt_dir,42.3366,-71.18339,37
newt_dir,42.33651,-71.18241,38
newt_dir,42.33625,-71.18028,39
newt_dir,42.33613,-71.17932,40
newt_dir,42.3361,-71.17858,41
newt_dir,42.33614,-71.1782,42
newt_dir,42.3362,-71.17791,43
newt_dir,42.33632,-71.17757,44
newt_dir,42.33655,-71.17707,45
newt_dir,42.33677,-71.17666,46
newt_dir,42.33703,-71.17615,47
newt_dir,42.33715,-71.17577,48
newt_dir,42.33723,-71.17536,49
newt_dir,42.33728,-71.17488,50
newt_dir,42.33724,-71.17434,51
newt_dir,42.3371,-71.17343,52
newt_dir,42.33706,-71.17302,53
newt_dir,42.33709,-71.17264,54
newt_dir,42.33714,-71.17234,55
newt_dir,42.33718,-71.17221,56
newt_dir,42.33734,-71.17192,57
newt_dir,42.33756,-71.17162,58
newt_dir,42.33784,-71.17133,59
newt_dir,42.33835,-71.1708,60
newt_dir,42.33857,-71.17053,61
newt_dir,42.3388,-71.1702,62
newt_dir,42.33908,-71.16966,63
newt_dir,42.33937,-71.16887,64
newt_dir,42.33955,-71.1683,65
newt_dir,42.33955,-71.16819,66
newt_dir,42.3397,-71.16757,67
newt_dir,42.3398,-71.16701,68
newt_dir,42.33984,-71.16677,69
newt_dir,42.3397,-71.16668,70
newt_dir,42.33936,-71.16647,71
newt_dir,42.33915,-71.16632,72
newt_dir,42.33917,-71.16625,73
newt_dir,42.33918,-71.16612,74
newt_dir,42.33918,-71.16603,75
newt_dir,42.33918,-71.166,76
newt_dir,42.3394,-71.16603,77
newt_dir,42.33981,-71.16611,78
newt_dir,42.34008,-71.16614,79
newt_dir,42.34,-71.16683,80
newt_dir,42.33991,-71.16733,81
newt_dir,42.33967,-71.168,82
newt_dir,42.33955,-71.1683,83
newt_dir,42.33952,-71.16839,84
newt_dir,42.3392,-71.16937,85
newt_dir,42.33908,-71.16966,86
newt_dir,42.33891,-71.17,87
newt_dir,42.33869,-71.17036,88
newt_dir,42.33845,-71.17068,89
newt_dir,42.33786,-71.1713,90
newt_dir,42.33769,-71.17148,91
newt_dir,42.33737,-71.17187,92
newt_dir,42.33728,-71.17201,93
newt_dir,42.33716,-71.17227,94
newt_dir,42.33711,-71.17245,95
newt_dir,42.33706,-71.17291,96
newt_dir,42.33708,-71.17332,97
newt_dir,42.33722,-71.17415,98
newt_dir,42.33728,-71.17471,99
newt_dir,42.33727,-71.17503,100
newt_dir,42.33718,-71.17566,101
newt_dir,42.33707,-71.17602,102
newt_dir,42.33685,-71.17651,103
newt_dir,42.33661,-71.17694,104
newt_dir,42.3364,-71.17739,105
newt_dir,42.33627,-71.17769,106
newt_dir,42.33617,-71.17803,107
newt_dir,42.33612,-71.17833,108
newt_dir,42.33609,-71.17871,109
newt_dir,42.33614,-71.1794,110
newt_dir,42.33648,-71.18211,111
newt_dir,42.33658,-71.18315,112
newt_dir,42.33663,-71.18439,113
newt_dir,42.3366,-71.18498,114
newt_dir,42.33657,-71.18521,115
newt_dir,42.3364,-71.18632,116
newt_dir,42.33633,-71.18712,117
newt_dir,42.33628,-71.18795,118
newt_dir,42.33621,-71.18935,119
newt_dir,42.3362,-71.1914,120
newt_dir,42.33619,-71.19221,121
newt_dir,42.33614,-71.19263,122
newt_dir,42.33608,-71.19308,123
newt_dir,42.336,-71.19336,124
newt_dir,42.33608,-71.19335,125
newt_dir,42.33622,-71.19331,126
newt_dir,42.33719,-71.19317,127
newt_dir,42.33947,-71.19282,128
newt_dir,42.34081,-71.1926,129
newt_dir,42.341,-71.19254,130
newt_dir,42.34118,-71.19245,131
newt_dir,42.34133,-71.19236,132
newt_dir,42.34149,-71.19222,133
newt_dir,42.34177,-71.19193,134
newt_dir,42.34205,-71.19242,135
newt_dir,42.34192,-71.19261,136
newt_dir,42.34181,-71.19266,137
newt_dir,42.3416,-71.19268,138
newt_dir,42.34139,-71.19275,139
newt_dir,42.3413,-71.19283,140
newt_dir,42.34124,-71.19291,141
newt_dir,42.34119,-71.19305,142
newt_dir,42.34118,-71.19315,143
newt_dir,42.3412,-71.19329,144
newt_dir,42.34128,-71.1937,145
newt_dir,42.34129,-71.1938,146
newt_dir,42.34121,-71.19382,147
newt_dir,42.34118,-71.19385,148
newt_dir,42.34116,-71.19389,149
newt_all,42.34116,-71.19389,0
newt_all,42.34121,-71.19382,1
newt_all,42.34129,-71.1938,2
newt_all,42.34128,-71.1937,3
newt_all,42.3412,-71.19329,4
newt_all,42.34118,-71.19315,5
newt_all,42.34119,-71.19305,6
newt_all,42.34124,-71.19291,7
newt_all,42.3413,-71.19283,8
newt_all,42.34139,-71.19275,9
newt_all,42.3416,-71.19268,10
newt_all,42.34186,-71.19264,11
newt_all,42.34192,-71.19261,12
newt_all,42.34205,-71.19242,13
newt_all,42.34177,-71.19193,14
newt_all,42.34164,-71.19207,15
newt_all,42.34143,-71.19228,16
newt_all,42.34127,-71.1924,17
newt_all,42.34109,-71.1925,18
newt_all,42.34092,-71.19257,19
newt_all,42.34057,-71.19264,20
newt_all,42.33958,-71.1928,21
newt_all,42.33724,-71.19316,22
newt_all,42.33617,-71.19332,23
newt_all,42.33608,-71.19335,24
newt_all,42.336,-71.19336,25
newt_all,42.33612,-71.19286,26
newt_all,42.33618,-71.19227,27
newt_all,42.3362,-71.19206,28
newt_all,42.3362,-71.18995,29
newt_all,42.33623,-71.18876,30
newt_all,42.33631,-71.18748,31
newt_all,42.33637,-71.18661,32
newt_all,42.33643,-71.18613,33
newt_all,42.33651,-71.18565,34
newt_all,42.33662,-71.18476,35
newt_all,42.33662,-71.18386,36
newt_all,42.3366,-71.18339,37
newt_all,42.33651,-71.18241,38
newt_all,42.33625,-71.18028,39
newt_all,42.33613,-71.17932,40
newt_all,42.3361,-71.17858,41
newt_all,42.33614,-71.1782,42
newt_all,42.3362,-71.17791,43
newt_all,42.33632,-71.17757,44
newt_all,42.33655,-71.17707,45
newt_all,42.33677,-71.17666,46
newt_all,42.33703,-71.17615,47
newt_all,42.33715,-71.17577,48
newt_all,42.33723,-71.17536,49
newt_all,42.33728,-71.17488,50
newt_all,42.33724,-71.17434,51
newt_all,42.3371,-71.17343,52
newt_all,42.33706,-71.17302,53
newt_all,42.33709,-71.17264,54
newt_all,42.33714,-71.17234,55
newt_all,42.33718,-71.17221,56
newt_all,42.33734,-71.17192,57
newt_all,42.33756,-71.17162,58
newt_all,42.33784,-71.17133,59
newt_all,42.33835,-71.1708,60
newt_all,42.33857,-71.17053,61
newt_all,42.3388,-71.1702,62
newt_all,42.33908,-71.16966,63
newt_all,42.33937,-71.16887,64
newt_all,42.33955,-71.1683,65
newt_all,42.33955,-71.16819,66
newt_all,42.3397,-71.16757,67
newt_all,42.3398,-71.16701,68
newt_all,42.33984,-71.16677,69
newt_all,42.3397,-71.16668,70
newt_all,42.33936,-71.16647,71
newt_all,42.33915,-71.16632,72
newt_all,42.33895,-71.16685,73
newt_all,42.33881,-71.16721,74
newt_all,42.33855,-71.16792,75
newt_all,42.33832,-71.16857,76
newt_all,42.33825,-71.1687,77
newt_all,42.33817,-71.16879,78
newt_all,42.33808,-71.16886,79
newt_all,42.33798,-71.16891,80
newt_all,42.33777,-71.16891,81
newt_all,42.33766,-71.16887,82
newt_all,42.33757,-71.16882,83
newt_all,42.3375,-71.16874,84
newt_all,42.33743,-71.16867,85
newt_all,42.33736,-71.16857,86
newt_all,42.33726,-71.1685,87
newt_all,42.3371,-71.16845,88
newt_all,42.33613,-71.16809,89
newt_all,42.33601,-71.16803,90
newt_all,42.33596,-71.16797,91
newt_all,42.3359,-71.16786,92
newt_all,42.33588,-71.16773,93
newt_all,42.33591,-71.16757,94
newt_all,42.33612,-71.16701,95
newt_all,42.33618,-71.16683,96
newt_all,42.33621,-71.16665,97
newt_all,42.33622,-71.16629,98
newt_all,42.33617,-71.166,99
newt_all,42.33616,-71.16564,100
newt_all,42.33586,-71.16562,101
newt_all,42.33584,-71.16555,102
newt_all,42.33566,-71.16482,103
newt_all,42.33531,-71.16349,104
newt_all,42.33524,-71.16327,105
newt_all,42.33522,-71.16313,106
newt_all,42.33523,-71.16307,107
newt_all,42.33528,-71.16296,108
newt_all,42.33455,-71.16245,109
newt_all,42.33429,-71.16235,110
newt_all,42.33427,-71.16239,111
newt_all,42.33409,-71.16254,112
newt_all,42.33405,-71.1626,113
newt_all,42.33397,-71.1627,114
newt_all,42.33396,-71.16292,115
newt_all,42.33393,-71.1632,116
newt_all,42.33386,-71.16362,117
newt_all,42.3337,-71.1652,118
newt_all,42.33351,-71.1668,119
newt_all,42.33342,-71.16777,120
newt_all,42.33318,-71.16993,121
newt_all,42.33292,-71.17222,122
newt_all,42.33287,-71.17278,123
newt_all,42.33308,-71.17303,124
newt_all,42.33329,-71.17287,125
newt_all,42.33405,-71.17219,126
newt_all,42.33456,-71.17176,127
newt_all,42.3348,-71.1717,128
newt_all,42.33572,-71.17155,129
newt_all,42.33596,-71.17158,130
newt_all,42.33629,-71.17166,131
newt_all,42.33669,-71.17187,132
newt_all,42.337,-71.17208,133
newt_all,42.33718,-71.17221,134
newt_all,42.33716,-71.17227,135
newt_all,42.33711,-71.17245,136
newt_all,42.33706,-71.17291,137
newt_all,42.33708,-71.17332,138
newt_all,42.33722,-71.17415,139
newt_all,42.33728,-71.17471,140
newt_all,42.33727,-71.17503,141
newt_all,42.33718,-71.17566,142
newt_all,42.33707,-71.17602,143
newt_all,42.33685,-71.17651,144
newt_all,42.33661,-71.17694,145
newt_all,42.3364,-71.17739,146
newt_all,42.33627,-71.17769,147
newt_all,42.33617,-71.17803,148
newt_all,42.33612,-71.17833,149
newt_all,42.33609,-71.17871,150
newt_all,42.33614,-71.1794,151
newt_all,42.33648,-71.18211,152
newt_all,42.33658,-71.18315,153
newt_all,42.33663,-71.18439,154
newt_all,42.3366,-71.18498,155
newt_all,42.33657,-71.18521,156
newt_all,42.3364,-71.18632,157
newt_all,42.33633,-71.18712,158
newt_all,42.33628,-71.18795,159
newt_all,42.33621,-71.18935,160
newt_all,42.3362,-71.1914,161
newt_all,42.33619,-71.19221,162
